,0
16,"['Card Play Conflict Resolution', 'Communication Limits', 'Cooperative Game', 'Hand Management', 'Solo / Solitaire Game', 'Variable Set-up']"
17,"['Dice Rolling', 'Events', 'Real-Time', 'Relative Movement', 'Tile Placement', 'Track Movement']"
18,"['Hand Management', 'Market', 'Open Drafting']"
19,"['Grid Coverage', 'Network and Route Building', 'Pick-up and Deliver', 'Team-Based Game', 'Tile Placement']"
20,"['Hidden Roles', 'Role Playing', 'Roles with Asymmetric Information', 'Traitor Game', 'Variable Player Powers', 'Voting']"
21,"['Acting', 'Communication Limits', 'Memory', 'Team-Based Game']"
22,"['Area Majority / Influence', 'Area Movement', 'Card Play Conflict Resolution', 'Deck, Bag, and Pool Building', 'Modular Board', 'Order Counters', 'Variable Player Powers']"
23,"['Action Points', 'Grid Coverage', 'Loans', 'Open Drafting', 'Solo / Solitaire Game', 'Square Grid', 'Tile Placement']"
24,"['Auction / Bidding', 'Auction: Turn Order Until Pass', 'Hand Management', 'Network and Route Building', 'Open Drafting', 'Set Collection']"
25,"['Cooperative Game', 'Hand Management', 'Solo / Solitaire Game', 'Variable Player Powers']"
26,"['Dice Rolling', 'Narrative Choice / Paragraph', 'Point to Point Movement', 'Role Playing', 'Solo / Solitaire Game', 'Storytelling', 'Variable Player Powers']"
27,"['Auction / Bidding', 'Dice Rolling', 'Grid Movement', 'Hexagon Grid', 'Income', 'Movement Points', 'Paper-and-Pencil', 'Secret Unit Deployment', 'Simulation', 'Solo / Solitaire Game', 'Tech Trees / Tech Tracks', 'Variable Set-up']"
28,"['Grid Movement', 'Map Reduction']"
29,"['Connections', 'Line Drawing', 'Network and Route Building', 'Paper-and-Pencil']"
30,"['Action Queue', 'Area Majority / Influence', 'Deck, Bag, and Pool Building', 'Hand Management', 'Investment', 'Open Drafting', 'Roles with Asymmetric Information', 'Scenario / Mission / Campaign Game', 'Simultaneous Action Selection', 'Solo / Solitaire Game', 'Stock Holding', 'Variable Player Powers', 'Victory Points as a Resource', 'Worker Placement']"
31,"['Deck, Bag, and Pool Building', 'Hand Management', 'Open Drafting', 'Solo / Solitaire Game', 'Take That']"
32,"['Closed Drafting', 'Dice Rolling', 'Set Collection', 'Simultaneous Action Selection']"
33,"['Action Queue', 'Events', 'Hand Management', 'Market', 'Multi-Use Cards', 'Square Grid', 'Tile Placement', 'Turn Order: Progressive', 'Variable Player Powers', 'Variable Set-up']"
34,"['Enclosure', 'Market', 'Open Drafting', 'Pattern Building', 'Tile Placement', 'Turn Order: Claim Action']"
35,"['Action Points', 'Finale Ending', 'Hand Management', 'Income', 'Market', 'Open Drafting', 'Simulation', 'Take That', 'Variable Player Powers']"
36,"['Area Majority / Influence', 'Enclosure', 'Map Addition', 'Pattern Building', 'Tile Placement']"
37,"['Area Movement', 'Follow', 'Hand Management', 'Pick-up and Deliver', 'Set Collection', 'Simultaneous Action Selection', 'Variable Phase Order']"
38,"['Cooperative Game', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Hand Management', 'Move Through Deck', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Variable Player Powers']"
39,"['Area Majority / Influence', 'Dice Rolling', 'Hand Management', 'Hexagon Grid', 'King of the Hill', 'Modular Board', 'Take That', 'Team-Based Game']"
40,"['Action Points', 'Dice Rolling', 'Events', 'Modular Board', 'Player Elimination', 'Point to Point Movement', 'Simulation', 'Trading', 'Variable Player Powers']"
41,"['Grid Movement', 'Line Drawing', 'Modular Board', 'Network and Route Building', 'Pick-up and Deliver']"
42,"['Area Majority / Influence', 'Worker Placement']"
43,"['Auction / Bidding', 'Dice Rolling', 'Roll / Spin and Move', 'Set Collection', 'Trading']"
44,"['Bias', 'End Game Bonuses', 'Open Drafting', 'Worker Placement']"
45,"['Hand Management', 'Player Elimination', 'Point to Point Movement', 'Simultaneous Action Selection', 'Solo / Solitaire Game', 'Team-Based Game', 'Variable Player Powers']"
46,"['Dice Rolling', 'Re-rolling and Locking', 'Take That', 'Team-Based Game', 'Variable Player Powers']"
47,"['Area Majority / Influence', 'Area Movement', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Hand Management', 'Movement Points', 'Secret Unit Deployment']"
48,"['Grid Movement', 'Hexagon Grid', 'Mancala', 'Variable Player Powers']"
49,"['Deck, Bag, and Pool Building', 'Solo / Solitaire Game']"
50,"['Action Points', 'Action Queue', 'Network and Route Building', 'Pick-up and Deliver', 'Turn Order: Claim Action', 'Turn Order: Progressive', 'Worker Placement']"
51,"['Cooperative Game', 'Storytelling']"
52,"['Command Cards', 'Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Map Addition', 'Modular Board', 'Scenario / Mission / Campaign Game', 'Storytelling', 'Tech Trees / Tech Tracks']"
53,"['Area Majority / Influence', 'Area Movement', 'End Game Bonuses', 'Income', 'Modular Board', 'Once-Per-Game Abilities', 'Open Drafting', 'Tech Trees / Tech Tracks', 'Tile Placement', 'Turn Order: Pass Order', 'Variable Set-up']"
54,"['Action Points', 'Set Collection', 'Tile Placement', 'Worker Placement']"
55,"['Deduction', 'Grid Movement', 'Hand Management', 'Hexagon Grid', 'Modular Board', 'Push Your Luck']"
56,"['Action Points', 'Area Movement', 'Cooperative Game', 'Team-Based Game', 'Traitor Game']"
57,"['Income', 'Layering', 'Tile Placement', 'Turn Order: Claim Action', 'Worker Placement', 'Worker Placement, Different Worker Types']"
58,"['Area Movement', 'Hand Management', 'Modular Board', 'Open Drafting', 'Solo / Solitaire Game', 'Tile Placement', 'Worker Placement']"
59,"['Cooperative Game', 'Deck, Bag, and Pool Building', 'Delayed Purchase', 'Market', 'Open Drafting', 'Spelling']"
60,"['End Game Bonuses', 'Pattern Building', 'Set Collection', 'Tile Placement', 'Turn Order: Claim Action']"
61,"['Hand Management', 'Score-and-Reset Game', 'Simultaneous Action Selection']"
62,"['Action Retrieval', 'Area Majority / Influence', 'Automatic Resource Growth', 'Campaign / Battle Card Driven', 'Cooperative Game', 'Events', 'Hand Management', 'Modular Board', 'Set Collection', 'Simultaneous Action Selection', 'Solo / Solitaire Game', 'Variable Player Powers', 'Variable Set-up']"
63,"['Hidden Roles', 'Memory', 'Player Elimination', 'Take That', 'Variable Player Powers']"
64,"['Area Majority / Influence', 'Area Movement', 'Dice Rolling', 'Solo / Solitaire Game', 'Variable Player Powers']"
65,"['Action Points', 'Campaign / Battle Card Driven', 'Card Play Conflict Resolution', 'Cooperative Game', 'Hand Management', 'Line of Sight', 'Multi-Use Cards', 'Point to Point Movement', 'Solo / Solitaire Game', 'Variable Player Powers']"
66,"['Dice Rolling', 'Events', 'Open Drafting', 'Set Collection', 'Solo / Solitaire Game', 'Turn Order: Progressive', 'Worker Placement', 'Worker Placement with Dice Workers']"
67,"['Action Points', 'Area Majority / Influence', 'Deck Construction', 'Deduction', 'Hand Management', 'Turn Order: Claim Action', 'Worker Placement']"
68,"['Cooperative Game', 'Dice Rolling', 'Elapsed Real Time Ending', 'Grid Movement', 'Line of Sight', 'Real-Time', 'Scenario / Mission / Campaign Game', 'Variable Player Powers']"
69,"['Alliances', 'Area Majority / Influence', 'Area Movement', 'Auction / Bidding', 'Dice Rolling']"
70,"['Bingo', 'Contracts', 'End Game Bonuses', 'Grid Coverage', 'Paper-and-Pencil', 'Set Collection']"
71,"['Action Points', 'Card Play Conflict Resolution', 'Hand Management', 'Line of Sight', 'Point to Point Movement', 'Take That', 'Variable Player Powers']"
72,"['Deck, Bag, and Pool Building', 'Delayed Purchase', 'Hand Management', 'Open Drafting', 'Take That']"
73,"['Events', 'Hand Management', 'Narrative Choice / Paragraph', 'Storytelling', 'Worker Placement', 'Worker Placement, Different Worker Types']"
74,"['Commodity Speculation', 'Loans', 'Turn Order: Role Order', 'Variable Player Powers']"
75,"['Dice Rolling', 'Die Icon Resolution', 'Grid Movement', 'Modular Board', 'Role Playing', 'Roll / Spin and Move', 'Scenario / Mission / Campaign Game', 'Square Grid', 'Team-Based Game', 'Variable Player Powers']"
76,"['Open Drafting', 'Push Your Luck', 'Set Collection', 'Take That', 'Turn Order: Pass Order']"
77,"['Order Counters', 'Push Your Luck', 'Secret Unit Deployment', 'Set Collection', 'Turn Order: Time Track', 'Worker Placement']"
78,"['Area Majority / Influence', 'Dice Rolling', 'Tile Placement', 'Variable Player Powers', 'Worker Placement']"
79,"['Action Points', 'Hand Management', 'Push Your Luck', 'Simulation', 'Simultaneous Action Selection', 'Take That', 'Turn Order: Progressive']"
80,"['Hidden Movement', 'Point to Point Movement', 'Secret Unit Deployment', 'Team-Based Game']"
81,"['Auction / Bidding', 'Auction: Once Around', 'Income', 'Push Your Luck', 'Set Collection', 'Victory Points as a Resource']"
82,"['Area Majority / Influence', 'Area Movement', 'Dice Rolling', 'Hand Management']"
83,"['Point to Point Movement', 'Set Collection', 'Turn Order: Time Track']"
84,"['Area Movement', 'Auction / Bidding', 'Events', 'Hand Management', 'Memory', 'Order Counters', 'Player Elimination', 'Simultaneous Action Selection', 'Variable Player Powers']"
85,"['Action Points', 'Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Hand Management', 'Modular Board', 'Player Elimination', 'Scenario / Mission / Campaign Game', 'Trading', 'Variable Player Powers']"
86,"['Cooperative Game', 'Dice Rolling', 'Modular Board', 'Scenario / Mission / Campaign Game', 'Variable Player Powers']"
87,"['Action Points', 'Area Movement', 'Dice Rolling', 'Player Elimination', 'Team-Based Game', 'Variable Phase Order', 'Variable Player Powers']"
88,"['Area Movement', 'Area-Impulse', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Hand Management', 'Secret Unit Deployment', 'Simulation', 'Simultaneous Action Selection']"
89,"['Dice Rolling', 'Hand Management', 'Variable Player Powers']"
90,"['Area Movement', 'Campaign / Battle Card Driven', 'Cooperative Game', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Solo / Solitaire Game', 'Variable Player Powers']"
91,"['Hand Management', 'Open Drafting', 'Race', 'Set Collection']"
92,"['Area Majority / Influence', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Square Grid']"
93,"['Cooperative Game', 'Pattern Building', 'Push Your Luck', 'Real-Time', 'Solo / Solitaire Game', 'Variable Player Powers']"
94,"['Alliances', 'Hand Management', 'Open Drafting', 'Race', 'Simultaneous Action Selection', 'Take That', 'Turn Order: Stat-Based', 'Variable Player Powers']"
95,"['Action Drafting', 'Income', 'Set Collection', 'Variable Player Powers', 'Variable Set-up', 'Worker Placement']"
96,"['Critical Hits and Failures', 'Dice Rolling', 'Grid Movement', 'Movement Points', 'Variable Player Powers']"
97,"['Dice Rolling', 'Different Dice Movement', 'Grid Movement', 'Movement Points', 'Player Elimination', 'Push Your Luck', 'Race', 'Roll / Spin and Move', 'Simulation', 'Turn Order: Stat-Based']"
98,"['Dice Rolling', 'Map Addition', 'Modular Board', 'Player Elimination', 'Role Playing', 'Storytelling', 'Team-Based Game', 'Traitor Game', 'Variable Player Powers']"
99,"['Area Movement', 'Dice Rolling', 'Set Collection', 'Trading', 'Variable Player Powers']"
100,"['Events', 'Grid Movement', 'Hand Management', 'Move Through Deck', 'Square Grid', 'Take That', 'Tile Placement']"
101,"['Action Points', 'Area Majority / Influence', 'Bias', 'End Game Bonuses', 'Hexagon Grid', 'Income', 'Turn Order: Progressive']"
102,"['Action Queue', 'Area Majority / Influence', 'End Game Bonuses', 'Hand Management', 'Open Drafting', 'Set Collection', 'Tags', 'Variable Player Powers', 'Variable Set-up']"
103,"['Hidden Roles', 'Line Drawing', 'Targeted Clues']"
104,"['Acting', 'Communication Limits', 'Memory', 'Team-Based Game']"
105,"['Chaining', 'Layering', 'Pattern Building', 'Race', 'Static Capture', 'Sudden Death Ending', 'Team-Based Game', 'Tile Placement']"
106,"['Dice Rolling', 'Paper-and-Pencil', 'Rondel', 'Solo / Solitaire Game']"
107,"['Campaign / Battle Card Driven', 'Card Play Conflict Resolution', 'Hand Management', 'Team-Based Game']"
108,"['Highest-Lowest Scoring', 'Neighbor Scope', 'Open Drafting', 'Set Collection', 'Simultaneous Action Selection', 'Team-Based Game', 'Tile Placement', 'Variable Set-up']"
109,"['Area Majority / Influence', 'Hand Management', 'Hexagon Grid', 'Hidden Victory Points', 'Highest-Lowest Scoring', 'Open Drafting', 'Set Collection', 'Tile Placement']"
110,"['Point to Point Movement', 'Set Collection', 'Solo / Solitaire Game']"
111,"['Drawing', 'Line Drawing', 'Paper-and-Pencil']"
112,"['Communication Limits', 'Cooperative Game', 'Elapsed Real Time Ending', 'Grid Movement', 'Map Addition', 'Modular Board', 'Real-Time', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Variable Player Powers']"
113,"['Area Majority / Influence', 'Chaining', 'Enclosure', 'Grid Movement', 'Hexagon Grid', 'Modular Board', 'Network and Route Building', 'Pattern Building', 'Tile Placement', 'Variable Set-up']"
114,"['Hand Management', 'Take That', 'Variable Player Powers']"
115,"['Area Movement', 'Card Play Conflict Resolution', 'Hand Management', 'Memory', 'Secret Unit Deployment', 'Simultaneous Action Selection', 'Variable Player Powers']"
116,"['Area Majority / Influence', 'Hand Management', 'Map Addition', 'Tile Placement']"
117,"['Action Points', 'Auction: Dutch', 'Increase Value of Unchosen Resources', 'Market', 'Open Drafting', 'Simulation']"
118,"['Cooperative Game', 'Dice Rolling', 'Die Icon Resolution', 'Modular Board', 'Re-rolling and Locking', 'Solo / Solitaire Game', 'Variable Player Powers']"
119,"['Campaign / Battle Card Driven', 'Card Play Conflict Resolution', 'Cooperative Game', 'Deck, Bag, and Pool Building', 'Hand Management', 'Modular Board', 'Narrative Choice / Paragraph', 'Scenario / Mission / Campaign Game', 'Storytelling', 'Variable Player Powers']"
120,"['Deck, Bag, and Pool Building', 'Follow', 'Hand Management', 'Race', 'Turn Order: Progressive']"
121,"['Action Points', 'Card Play Conflict Resolution', 'Hand Management', 'Line of Sight', 'Point to Point Movement', 'Team-Based Game', 'Variable Player Powers']"
122,"['Deck, Bag, and Pool Building', 'Hand Management', 'Network and Route Building']"
123,"['Closed Drafting', 'Highest-Lowest Scoring', 'Multi-Use Cards', 'Turn Order: Stat-Based']"
124,"['Deck, Bag, and Pool Building', 'Push Your Luck', 'Race', 'Simultaneous Action Selection', 'Tile Placement']"
125,"['Action Queue', 'Critical Hits and Failures', 'Dice Rolling', 'Line of Sight', 'Movement Template', 'Variable Player Powers']"
126,"['Auction: Once Around', 'Bribery', 'Critical Hits and Failures', 'Dice Rolling', 'Events', 'Hand Management', 'Income', 'Negotiation', 'Ownership', 'Semi-Cooperative Game', 'Simulation', 'Solo / Solitaire Game', 'Voting']"
127,"['Bingo', 'Connections', 'Line Drawing', 'Move Through Deck', 'Network and Route Building', 'Paper-and-Pencil', 'Solo / Solitaire Game', 'Variable Set-up']"
128,"['Grid Movement', 'Hexagon Grid', 'Open Drafting', 'Variable Player Powers']"
129,"['Hand Management', 'Race', 'Score-and-Reset Game', 'Turn Order: Progressive']"
130,"['Hidden Roles', 'Role Playing', 'Roles with Asymmetric Information', 'Traitor Game', 'Variable Player Powers', 'Voting']"
131,"['Area Majority / Influence', 'Closed Drafting', 'Hand Management', 'King of the Hill', 'Multi-Use Cards', 'Point to Point Movement', 'Trick-taking', 'Turn Order: Stat-Based', 'Variable Phase Order', 'Victory Points as a Resource']"
132,"['Auction: Turn Order Until Pass', 'Contracts', 'Modular Board', 'Ownership', 'Rondel', 'Set Collection', 'Solo / Solitaire Game', 'Square Grid', 'Track Movement', 'Turn Order: Auction', 'Variable Set-up']"
133,"['Events', 'Hand Management', 'Open Drafting', 'Turn Order: Claim Action', 'Worker Placement']"
134,"['Open Drafting', 'Pattern Building', 'Set Collection', 'Solo / Solitaire Game', 'Tile Placement', 'Variable Set-up']"
135,"['Cooperative Game', 'Scenario / Mission / Campaign Game', 'Storytelling']"
136,"['Area Majority / Influence', 'Hexagon Grid', 'Increase Value of Unchosen Resources', 'Modular Board', 'Race', 'Variable Player Powers']"
137,"['Action Points', 'Dice Rolling', 'Grid Movement', 'Hand Management', 'Take That', 'Variable Player Powers']"
138,"['Area Majority / Influence', 'Grid Movement', 'Map Addition', 'Open Drafting', 'Tile Placement', 'Variable Phase Order', 'Variable Player Powers', 'Worker Placement']"
139,"['Bingo', 'Connections', 'Dice Rolling', 'Line Drawing', 'Network and Route Building', 'Paper-and-Pencil', 'Simultaneous Action Selection', 'Solo / Solitaire Game']"
140,"['Action Points', 'Auction / Bidding', 'Open Drafting', 'Solo / Solitaire Game']"
141,"['End Game Bonuses', 'Tile Placement', 'Worker Placement']"
142,"['Action Queue', 'Area Majority / Influence', 'Hand Management', 'Simultaneous Action Selection']"
143,"['Cooperative Game', 'Dice Rolling', 'Elapsed Real Time Ending', 'Grid Movement', 'Modular Board', 'Physical Removal', 'Push Your Luck', 'Re-rolling and Locking', 'Real-Time', 'Roll / Spin and Move', 'Solo / Solitaire Game', 'Tile Placement']"
144,"['Action Retrieval', 'Cooperative Game', 'Hexagon Grid', 'Network and Route Building', 'Semi-Cooperative Game', 'Solo / Solitaire Game', 'Sudden Death Ending', 'Turn Order: Time Track']"
145,"['Action Points', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Pick-up and Deliver', 'Push Your Luck', 'Race', 'Variable Player Powers']"
146,"['Action Retrieval', 'Area Majority / Influence', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Hand Management', 'Tech Trees / Tech Tracks', 'Worker Placement with Dice Workers']"
147,"['Auction / Bidding', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Negotiation', 'Tug of War']"
148,"['Hand Management', 'Take That']"
149,"['Dice Rolling', 'Paper-and-Pencil', 'Variable Player Powers']"
150,"['Auction / Bidding', 'Deck, Bag, and Pool Building', 'Hand Management', 'Negotiation', 'Network and Route Building', 'Pick-up and Deliver', 'Point to Point Movement', 'Resource to Move', 'Simulation', 'Variable Player Powers']"
151,"['Action Points', 'Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Map Addition', 'Modular Board', 'Point to Point Movement', 'Push Your Luck', 'Tile Placement', 'Variable Player Powers']"
152,"['Cooperative Game', 'Scenario / Mission / Campaign Game', 'Storytelling']"
153,"['Cooperative Game', 'Storytelling']"
154,"['Hand Management', 'Take That', 'Variable Player Powers']"
155,"['Action Points', 'Area Majority / Influence', 'Enclosure', 'Grid Movement', 'Hand Management', 'Square Grid', 'Three Dimensional Movement', 'Tile Placement']"
156,"['Contracts', 'Dice Rolling', 'End Game Bonuses', 'Grid Coverage', 'Movement Points', 'Open Drafting', 'Set Collection', 'Solo / Solitaire Game', 'Square Grid', 'Tile Placement', 'Track Movement', 'Turn Order: Stat-Based', 'Variable Player Powers', 'Worker Placement with Dice Workers']"
157,"['Action Points', 'Cooperative Game', 'Die Icon Resolution', 'Hand Management', 'Point to Point Movement', 'Set Collection', 'Solo / Solitaire Game', 'Variable Player Powers']"
158,"['Area Majority / Influence', 'Hand Management', 'Open Drafting', 'Ownership', 'Worker Placement', 'Worker Placement, Different Worker Types']"
159,"['Action Points', 'Area Majority / Influence', 'Enclosure', 'Grid Movement', 'Square Grid', 'Tile Placement']"
160,"['Action Drafting', 'Area Majority / Influence', 'Area Movement', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Die Icon Resolution', 'Events', 'Hand Management', 'Simulation', 'Solo / Solitaire Game', 'Team-Based Game', 'Variable Set-up']"
161,"['Auction / Bidding', 'Hand Management', 'Market', 'Variable Phase Order', 'Voting']"
162,"['Deck, Bag, and Pool Building', 'Hand Management', 'Open Drafting']"
163,"['Area Majority / Influence', 'Closed Drafting', 'Pattern Building']"
164,"['Cooperative Game', 'Hexagon Grid', 'Secret Unit Deployment', 'Simulation', 'Solo / Solitaire Game']"
165,"['Deduction', 'Hand Management', 'Line Drawing', 'Measurement Movement', 'Secret Unit Deployment', 'Storytelling', 'Team-Based Game', 'Variable Player Powers']"
166,"['Dice Rolling', 'Push Your Luck', 'Race']"
167,"['Action Drafting', 'Contracts', 'Increase Value of Unchosen Resources', 'Modular Board', 'Network and Route Building']"
168,"['End Game Bonuses', 'Set Collection', 'Track Movement', 'Turn Order: Time Track', 'Variable Player Powers', 'Worker Placement']"
169,"['Tile Placement', 'Variable Player Powers', 'Worker Placement']"
170,"['Area Majority / Influence', 'Modular Board', 'Point to Point Movement', 'Solo / Solitaire Game', 'Tile Placement', 'Worker Placement']"
171,"['End Game Bonuses', 'Hand Management', 'Income', 'Move Through Deck', 'Open Drafting', 'Ownership', 'Simulation', 'Solo / Solitaire Game']"
172,"['Closed Drafting', 'Deck Construction', 'Dice Rolling', 'Die Icon Resolution', 'Hand Management', 'Interrupts', 'Variable Player Powers']"
173,"['Acting', 'Simultaneous Action Selection', 'Storytelling', 'Targeted Clues', 'Voting']"
174,"['Action Queue', 'Contracts', 'Hand Management', 'Multi-Use Cards', 'Push Your Luck', 'Set Collection', 'Turn Order: Progressive', 'Variable Set-up']"
175,"['Grid Coverage', 'Grid Movement', 'Hexagon Grid', 'Network and Route Building', 'Worker Placement']"
176,"['Connections', 'Hand Management', 'Network and Route Building', 'Open Drafting', 'Set Collection']"
177,"['Area Majority / Influence', 'Chaining', 'Hand Management', 'Hexagon Grid', 'Network and Route Building', 'Take That', 'Tile Placement']"
178,"['Cooperative Game', 'Hand Management', 'Move Through Deck', 'Open Drafting', 'Set Collection', 'Solo / Solitaire Game']"
179,"['Auction / Bidding', 'Auction: Once Around', 'Closed Economy Auction', 'Investment', 'Square Grid', 'Take That', 'Turn Order: Progressive']"
180,"['Action Retrieval', 'Contracts', 'Set Collection', 'Variable Set-up', 'Worker Placement']"
181,['Cooperative Game']
182,"['Hand Management', 'Player Elimination']"
183,"['Area Majority / Influence', 'End Game Bonuses', 'Tile Placement']"
184,"['Area Majority / Influence', 'Hand Management', 'Take That', 'Variable Player Powers']"
185,"['Commodity Speculation', 'Investment', 'Simulation', 'Stock Holding', 'Variable Phase Order', 'Worker Placement']"
186,"['Action Queue', 'Cooperative Game', 'Dice Rolling', 'Hand Management', 'Move Through Deck', 'Solo / Solitaire Game', 'Variable Player Powers']"
187,"['Action Points', 'Auction: Sealed Bid', 'Critical Hits and Failures', 'Dice Rolling', 'Grid Movement', 'Hand Management', 'Interrupts', 'Line of Sight', 'Modular Board', 'Open Drafting', 'Scenario / Mission / Campaign Game', 'Secret Unit Deployment', 'Square Grid', 'Variable Player Powers', 'Variable Set-up']"
188,"['Action Points', 'Contracts', 'Dice Rolling', 'End Game Bonuses', 'Follow', 'Open Drafting', 'Variable Player Powers']"
189,"['Area Majority / Influence', 'Catch the Leader', 'Grid Movement', 'Hand Management', 'Highest-Lowest Scoring', 'Pattern Building', 'Square Grid', 'Static Capture', 'Team-Based Game', 'Variable Player Powers']"
190,"['Action / Event', 'Network and Route Building', 'Open Drafting', 'Simulation', 'Tug of War']"
191,"['Dice Rolling', 'Hidden Movement', 'Point to Point Movement', 'Secret Unit Deployment', 'Team-Based Game', 'Variable Player Powers']"
192,"['Neighbor Scope', 'Open Drafting', 'Set Collection', 'Variable Player Powers']"
193,"['Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Role Playing', 'Variable Player Powers']"
194,"['Pick-up and Deliver', 'Point to Point Movement', 'Push Your Luck', 'Resource to Move', 'Simulation']"
195,"['Communication Limits', 'Cooperative Game', 'Deduction', 'Hand Management', 'Pattern Building']"
196,"['End Game Bonuses', 'Layering', 'Open Drafting', 'Pattern Building', 'Pattern Recognition', 'Tile Placement', 'Variable Player Powers', 'Variable Set-up']"
197,"['Action Points', 'Cooperative Game', 'Dice Rolling', 'Hand Management', 'Point to Point Movement', 'Variable Player Powers']"
198,"['Loans', 'Open Drafting', 'Set Collection', 'Worker Placement']"
199,"['Area Majority / Influence', 'Area Movement', 'Negotiation', 'Player Elimination', ""Prisoner's Dilemma"", 'Simulation', 'Simultaneous Action Selection']"
